#AIDA Gains generated on 2021-08-09 10:54:07.438183
#!DSSD
# DSSD X/Y STRIP GAIN
0 Y 106 0.703450714462918
0 Y 107 0.6972250691990014
0 Y 108 0.789086871556285
0 Y 109 0.6828143159423421
0 Y 110 0.7461069614109165
0 Y 111 0.29901757094577586
0 Y 112 0.7016388543717557
0 Y 113 0.7022310455724654
0 Y 114 0.7022130484068557
0 Y 115 0.7022137239973053
0 Y 116 0.7005906119934326
0 Y 117 0.7022377132023335
0 Y 118 0.7022136387747987
0 Y 119 0.6476407638679456
0 Y 120 0.7016385088429732
0 Y 121 0.7020997553931004
0 Y 122 0.7026966218530936
0 Y 123 0.7022118104231275
0 Y 124 0.8213456927161333
0 Y 125 0.7022136658939285
0 Y 126 0.7022136667510289
0 Y 127 0.699381366766932
1 X 0 0.6855938310385259
1 X 1 0.6952050646851392
1 X 2 0.7002749311351932
1 X 3 0.6930123408958917
1 X 4 0.7005159273234216
1 X 5 0.6999285887013529
1 X 6 0.69632761216272
1 X 7 0.6976141453771119
1 X 8 0.6977270526815231
1 X 9 0.7053402993041745
1 X 10 0.6984422357760325
1 X 11 0.6956412916498094
1 X 12 0.7037249138492221
1 X 13 0.6931504171859704
1 X 14 0.6921374139556196
1 X 15 0.6920166241512737
1 X 16 0.6972364724672497
1 X 17 0.6965041144761651
1 X 18 0.691606830959252
1 X 19 0.6949928968345295
1 X 20 0.6989364456933389
1 X 21 0.6984396228127117
1 X 22 0.6970446175721494
1 X 23 0.6979645058955706
1 X 24 0.7025458972901798
1 X 25 0.6952905826827679
1 X 26 0.6944238663452529
1 X 27 0.699434638917175
1 X 28 0.7041186964078957
1 X 29 0.6993098175440373
1 X 30 0.6905999701251443
1 X 31 0.69825521647314
1 X 32 0.69314403194393
1 X 33 0.6981370039634026
1 X 34 0.6950508583085799
1 X 35 0.6971881877292827
1 X 36 0.6910693363807585
1 X 37 0.6962462399944462
1 X 38 0.6968471922034106
1 X 39 0.6930207087841662
1 X 40 0.6939817807934638
1 X 41 0.6993847385059077
1 X 42 0.6951730475437368
1 X 43 0.6886726456635479
1 X 44 0.697397936841147
1 X 45 0.6966006071183539
1 X 46 0.6957312852175823
1 X 47 0.6964658490245695
1 X 48 0.6932577588140403
1 X 49 0.695835356259384
1 X 50 0.6957013570070173
1 X 51 0.6962734869002726
1 X 52 0.6958355310401249
1 X 53 0.6960677073926049
1 X 54 0.6972122033025157
1 X 55 0.6958071021576052
1 X 56 0.6973052380365593
1 X 57 0.6989846603904382
1 X 58 0.696032992076873
1 X 59 0.6963975531530573
1 X 60 0.6963878227876213
1 X 61 0.6955618962051243
1 X 62 0.6964252380251068
1 X 63 0.6956457217006888
1 X 64 0.6941801253783338
1 X 65 0.6950722927812646
1 X 66 0.6958923054272866
1 X 67 0.697420553725158
1 X 68 0.6954261371255007
1 X 69 0.6960735554884865
1 X 70 0.6965050265399723
1 X 71 0.6966426663401629
1 X 72 0.6963623834708589
1 X 73 0.6991452226647098
1 X 74 0.6962012565889739
1 X 75 0.6966275879324295
1 X 76 0.6888901140527495
1 X 77 0.6952535238609293
1 X 78 0.6946624756297408
1 X 79 0.6966936722848309
1 X 80 0.6934478861971934
1 X 81 0.6959876540629325
1 X 82 0.6989034303889168
1 X 83 0.6928573202741264
1 X 84 0.6871069403647863
1 X 85 0.6963050368369598
1 X 86 0.6964485081062332
1 X 87 0.6972825684982884
1 X 88 0.694561652357102
1 X 89 0.6963003277459663
1 X 90 0.6983624435940621
1 X 91 0.6944717620794045
1 X 92 0.6993518556874978
1 X 93 0.698174767881887
1 X 94 0.6970232824028071
1 X 95 0.6963344989153503
1 X 96 0.6956426821438226
1 X 97 0.6964654151780927
1 X 98 0.705784553837217
1 X 99 0.7002173694943742
1 X 100 0.6998569871011627
1 X 101 0.6972826372808446
1 X 102 0.6961862271391089
1 X 103 0.7008883267041678
1 X 104 0.6987444125101027
1 X 105 0.7075106434659875
1 X 106 0.6992521813438941
1 X 107 0.7008954559414416
1 X 108 0.6942737374858716
1 X 109 0.6955825228657088
1 X 110 0.6938152153416259
1 X 111 0.6940312634369438
1 X 112 0.7031639374088039
1 X 113 0.6975860113797984
1 X 114 0.704643400663327
1 X 115 0.70064786904479
1 X 116 0.6962837460178583
1 X 117 0.696531068274831
1 X 118 0.7055156324910491
1 X 119 0.699877287699655
1 X 120 0.6937547001965806
1 X 121 0.7027291401531005
1 X 122 0.6986757651473775
1 X 123 0.6939508746501977
1 X 124 0.7026787521437814
1 X 125 0.6985307825034466
1 X 126 0.7055436315169621
1 X 127 0.7043167786767571
1 Y 0 0.6659532290892312
1 Y 1 0.6963903505164469
1 Y 2 0.9587000111567873
1 Y 3 0.7022179617951538
1 Y 4 0.7495263147086204
1 Y 5 0.7579821060528654
1 Y 6 0.7014853890391203
1 Y 7 0.7010763387416089
1 Y 8 0.7027019728848483
1 Y 9 0.704476104182518
1 Y 10 0.703332632438626
1 Y 11 0.7017919422494572
1 Y 12 0.7022290651856482
1 Y 13 0.7415057694363039
1 Y 14 0.7022136713241568
1 Y 15 0.6905647570045211
1 Y 16 0.697728312122041
1 Y 17 0.7023784048916759
1 Y 18 0.7022068639517236
1 Y 19 0.7122089173166741
1 Y 20 0.705909157887989
1 Y 21 0.6996713451456715
1 Y 22 0.7023243955534436
1 Y 23 0.701004332735966
1 Y 24 0.7022692520461713
1 Y 25 0.6898242464537356
1 Y 26 0.70280282278039
1 Y 27 0.7022125910943842
1 Y 28 0.7902142962042483
1 Y 29 0.7022136740220476
1 Y 30 0.702213670860587
1 Y 31 0.7022136737221023
1 Y 32 0.7000643468899586
1 Y 33 0.703474170814728
1 Y 34 0.7022105116767626
1 Y 35 0.7009420323691895
1 Y 36 0.7022593433881521
1 Y 37 0.7027184784051186
1 Y 38 0.7021996839046601
1 Y 39 0.7022141229826556
1 Y 40 0.6876439061936356
1 Y 41 0.70226627558495
1 Y 42 0.7022135178593388
1 Y 43 0.7025401315257735
1 Y 44 0.7021559065665944
1 Y 45 0.7018406668122228
1 Y 46 0.702215226739708
1 Y 47 0.7022918312977825
1 Y 48 0.7022135101999594
1 Y 49 0.7021859319101387
1 Y 50 0.7022138164293573
1 Y 51 0.7019908598103783
1 Y 52 0.7026043760962606
1 Y 53 1.001735415308259
1 Y 54 0.7023047517409022
1 Y 55 0.6878728783427908
1 Y 56 0.7021659272451226
1 Y 57 0.7018526540564373
1 Y 58 0.7023580546973681
1 Y 59 0.7018480226281086
1 Y 60 0.7024467450478168
1 Y 61 0.7022108352626055
1 Y 62 0.7224170646510535
1 Y 63 0.7019077927066603
1 Y 64 0.6806848357712226
1 Y 65 0.7022120650027687
1 Y 66 0.7021390663533063
1 Y 67 0.6954301801527321
1 Y 68 0.0033393675493265324
1 Y 69 0.7022424856542846
1 Y 70 0.7022130888438137
1 Y 71 0.7022136719512927
1 Y 72 0.6677246390171506
1 Y 73 0.7023656655735455
1 Y 74 0.7022118094977456
1 Y 75 0.7011346656160583
1 Y 76 0.7587150098861271
1 Y 77 0.7015858587452333
1 Y 78 0.70222495813854
1 Y 79 0.7051802318478476
1 Y 80 0.7136009258163729
1 Y 81 0.7022137381720392
1 Y 82 0.7022136709222315
1 Y 83 0.7022136684794483
1 Y 84 0.7025591467514795
1 Y 85 0.702202097331549
1 Y 86 0.7043560380824917
1 Y 87 0.7952868090855462
1 Y 88 0.7022193886579766
1 Y 89 0.9291901062827885
1 Y 90 0.7022136702530146
1 Y 91 0.7022136706227847
1 Y 92 0.7022136682608541
1 Y 93 0.7022136678088109
1 Y 94 0.702213669518013
1 Y 95 0.7022136668782364
1 Y 96 0.7022136679683842
1 Y 97 0.7022136693505809
1 Y 98 0.25047929477567904
1 Y 99 0.7975599755731518
1 Y 100 0.702212680486015
1 Y 101 0.6952615793580517
1 Y 102 0.702352081456319
1 Y 103 0.7605420557868421
1 Y 104 0.700615277618886
1 Y 105 0.7022156510585443
1 Y 106 0.703450714462918
1 Y 107 0.6972250691990014
1 Y 108 0.7025941511448465
1 Y 109 0.6828143159423421
1 Y 110 0.7044265143349884
1 Y 111 0.7052651028780562
1 Y 112 0.7016388543717557
1 Y 113 0.7022310455724654
1 Y 114 0.7022130484068557
1 Y 115 0.7022137239973053
1 Y 116 0.7223665846892076
1 Y 117 0.7022377132023335
1 Y 118 0.7022136387747987
1 Y 119 0.6993370854208769
1 Y 120 0.8046602881514584
1 Y 121 1.0126585555385823
1 Y 122 0.7026966218530936
1 Y 123 0.959997027155722
1 Y 124 0.6892305092322957
1 Y 125 0.8202650787072969
1 Y 126 0.7022136667510289
1 Y 127 0.7940189135441439
2 X 0 0.6770003567551937
2 X 1 0.6910088187565557
2 X 2 0.6890499569560552
2 X 3 0.6915510707539896
2 X 4 0.6876533070580825
2 X 5 0.6921084099284089
2 X 6 0.6905570650490787
2 X 7 0.6994256354415275
2 X 8 0.6853569642158991
2 X 9 0.691663050814856
2 X 10 0.6931748260133368
2 X 11 0.6962437433521844
2 X 12 0.6917134993751817
2 X 13 0.6908394401381238
2 X 14 0.6911152304359425
2 X 15 0.6941556804136227
2 X 16 0.6887568316017983
2 X 17 0.6883983868836298
2 X 18 0.6915431292648303
2 X 19 0.6895063011523349
2 X 20 0.6897124361896056
2 X 21 0.6898080017585982
2 X 22 0.6913898520909034
2 X 23 0.6888808622100012
2 X 24 0.6922750632672207
2 X 25 0.6862844219855215
2 X 26 0.6914863095469228
2 X 27 0.6959764128715334
2 X 28 0.6907052719850582
2 X 29 0.6891162426759467
2 X 30 0.686804270807158
2 X 31 0.6873679924814963
2 X 32 0.6898688744565764
2 X 33 0.692135951494761
2 X 34 0.6891180166447329
2 X 35 0.6832907236180782
2 X 36 0.6909844737887398
2 X 37 0.6855434237898049
2 X 38 0.6918327071549104
2 X 39 0.6960122987204791
2 X 40 0.6919513019230049
2 X 41 0.6857062241100467
2 X 42 0.6871960114885306
2 X 43 0.6917706467526852
2 X 44 0.6903163770850204
2 X 45 0.6877638727191859
2 X 46 0.6840705838311061
2 X 47 0.6833460156550727
2 X 48 0.6888345882609761
2 X 49 0.6819834403873621
2 X 50 0.6895335254977389
2 X 51 0.6864404397574185
2 X 52 0.6880702527105882
2 X 53 0.6916842371223766
2 X 54 0.692038853928481
2 X 55 0.6912256726558276
2 X 56 0.690838712129354
2 X 57 0.6837871763657559
2 X 58 0.6869407488868057
2 X 59 0.679689469344236
2 X 60 0.685801762325897
2 X 61 0.6913650769017846
2 X 62 0.6914088978216255
2 X 63 0.6925561980184713
2 X 64 0.6751537520755961
2 X 65 0.6654513420373852
2 X 66 0.6912191150694881
2 X 67 0.6939722611951535
2 X 68 0.695235603355849
2 X 69 0.6758774972596645
2 X 70 0.6949610741989855
2 X 71 0.6855446820909583
2 X 72 0.7137755914400982
2 X 73 0.6915610042510456
2 X 74 0.6829931935156546
2 X 75 0.6808840582610126
2 X 76 0.6730562217591594
2 X 77 0.689439355302178
2 X 78 0.689091711700962
2 X 79 0.691704401677883
2 X 80 0.6803706551543772
2 X 81 0.6911759655466791
2 X 82 0.6942274424382351
2 X 83 0.6816067551232663
2 X 84 0.6922601369369714
2 X 85 0.6894973229704945
2 X 86 0.6859645987368771
2 X 87 0.6896475357757039
2 X 88 0.6906725170951704
2 X 89 0.6924154416837558
2 X 90 0.6973070443237535
2 X 91 0.6943002162607148
2 X 92 0.6818312381682338
2 X 93 0.6880657811591444
2 X 94 0.6938111209500379
2 X 95 0.6995574981822845
2 X 96 0.6894055489294435
2 X 97 0.6867307250316357
2 X 98 0.6873122797380753
2 X 99 0.6938813238741254
2 X 100 0.6887600461206979
2 X 101 0.6949530915208427
2 X 102 0.6924738340183024
2 X 103 0.6932918914460836
2 X 104 0.6913358860403216
2 X 105 0.6868350130809754
2 X 106 0.688936982841784
2 X 107 0.6867157453557895
2 X 108 0.6958931596248866
2 X 109 0.6901119965427834
2 X 110 0.6994110961096253
2 X 111 0.6834682053788609
2 X 112 0.6870892211673728
2 X 113 0.6932766704461509
2 X 114 0.6814787704150547
2 X 115 0.6893095566396574
2 X 116 0.6959194293044461
2 X 117 0.6898542094264286
2 X 118 0.6914276514279667
2 X 119 0.6930193279369764
2 X 120 0.6957632806158065
2 X 121 0.6880765144597002
2 X 122 0.6891825076217568
2 X 123 0.6936760958544927
2 X 124 0.6903534956678227
2 X 125 0.6962264606248127
2 X 126 0.6884459818991394
2 X 127 0.6993425341551449
2 Y 0 0.6645166244521524
2 Y 1 0.6858927933068035
2 Y 2 0.6911157807946817
2 Y 3 0.7022179617951538
2 Y 4 0.7059882452062455
2 Y 5 0.7027869696323634
2 Y 6 0.7014853890391203
2 Y 7 0.7010763387416089
2 Y 8 0.7027019728848483
2 Y 9 0.704476104182518
2 Y 10 0.703332632438626
2 Y 11 0.7017919422494572
2 Y 12 0.7022290651856482
2 Y 13 0.70221354616205
2 Y 14 0.7022136713241568
2 Y 15 0.6905647570045211
2 Y 16 0.697728312122041
2 Y 17 0.7023784048916759
2 Y 18 0.7022068639517236
2 Y 19 0.7122089173166741
2 Y 20 0.705909157887989
2 Y 21 0.6996713451456715
2 Y 22 0.7023243955534436
2 Y 23 0.701004332735966
2 Y 24 0.7022692520461713
2 Y 25 0.6898242464537356
2 Y 26 0.70280282278039
2 Y 27 0.7022125910943842
2 Y 28 0.7022137155961496
2 Y 29 0.7022136740220476
2 Y 30 0.702213670860587
2 Y 31 0.7022136706634723
2 Y 32 0.7000643468899586
2 Y 33 0.7022834686861371
2 Y 34 0.7022105116767626
2 Y 35 0.7009420323691895
2 Y 36 0.7022593433881521
2 Y 37 0.7027184784051186
2 Y 38 0.7021996839046601
2 Y 39 0.7022141229826556
2 Y 40 0.7022136567853009
2 Y 41 0.70226627558495
2 Y 42 0.7022135178593388
2 Y 43 0.7025401315257735
2 Y 44 0.7021559065665944
2 Y 45 0.7018406668122228
2 Y 46 0.702215226739708
2 Y 47 0.7022918312977825
2 Y 48 0.7022135101999594
2 Y 49 0.7021859319101387
2 Y 50 0.7022138164293573
2 Y 51 0.7019908598103783
2 Y 52 0.7873941779169233
2 Y 53 0.5324431532006156
2 Y 54 0.8232051427907808
2 Y 55 0.7022131522944803
2 Y 56 0.7828573770955768
2 Y 57 0.7018526540564373
2 Y 58 0.7023580546973681
2 Y 59 0.7018480226281086
2 Y 60 0.6892985681893976
2 Y 61 0.6096581690174137
2 Y 62 0.7022136797320682
2 Y 63 0.7519619135976607
2 Y 64 0.7024729075991257
2 Y 65 0.6615190422178777
2 Y 66 0.7021390663533063
2 Y 67 0.6954301801527321
2 Y 68 0.7022168025178828
2 Y 69 0.7022424856542846
2 Y 70 0.12854404739491904
2 Y 71 0.7022136719512927
2 Y 72 0.7022136677410588
2 Y 73 0.7023656655735455
2 Y 74 0.7022118094977456
2 Y 75 0.7011346656160583
2 Y 76 0.7026717539688154
2 Y 77 1.0642250748134674
2 Y 78 0.70222495813854
2 Y 79 0.7051802318478476
2 Y 80 0.7022033849975683
2 Y 81 0.7022137381720392
2 Y 82 0.7022136709222315
2 Y 83 0.7022136684794483
2 Y 84 0.7025591467514795
2 Y 85 0.702202097331549
2 Y 86 0.8873534980124844
2 Y 87 0.7005978160239497
2 Y 88 0.7022193886579766
2 Y 89 0.7022135331042276
2 Y 90 0.7022136702530146
2 Y 91 0.7022136706227847
2 Y 92 0.7022136682608541
2 Y 93 0.7022136678088109
2 Y 94 0.702213669518013
2 Y 95 0.7022136668782364
2 Y 96 0.7022136679683842
2 Y 97 0.7022136693505809
2 Y 98 0.6828279477944876
2 Y 99 0.7022567494927648
2 Y 100 0.702212680486015
2 Y 101 0.6952615793580517
2 Y 102 0.702352081456319
2 Y 103 0.7053894390225263
2 Y 104 0.700615277618886
2 Y 105 0.7022156510585443
2 Y 106 0.703450714462918
2 Y 107 0.6972250691990014
2 Y 108 0.7025941511448465
2 Y 109 0.6828143159423421
2 Y 110 0.7044265143349884
2 Y 111 0.7052651028780562
2 Y 112 0.7016388543717557
2 Y 113 0.7022310455724654
2 Y 114 0.7022130484068557
2 Y 115 0.7022137239973053
2 Y 116 0.7005906119934326
2 Y 117 0.7022377132023335
2 Y 118 0.7022136387747987
2 Y 119 0.6993370854208769
2 Y 120 0.7016385088429732
2 Y 121 0.7020997553931004
2 Y 122 0.7026966218530936
2 Y 123 0.7022118104231275
2 Y 124 0.7022137431929582
2 Y 125 0.7022136658939285
2 Y 126 0.7022136667510289
2 Y 127 0.699381366766932
